"source","url","title","sentiment_score","word_count","avg_sentiment"
"KIRO 7","https://www.kiro7.com/sports/nhl/seattle-kraken/","Seattle Kraken Kraken mascot Buoy escapes surprise bear encounter during Alaska fly fishing trip Seattle Kraken announces 2025-26 regular-season schedule Avalanche add former Kraken head coach Dave Hakstol as assistant to boost power play Kraken sign two-time Stanley Cup champion Matt Murray to one-year contract Seattle Kraken add five players on second day of 2025 NHL Draft Panthers get goalie Daniil Tarasov from Blue Jackets, Wild trade center Freddy Gaudreau to Kraken Kraken cut deal to send Burakovsky to Chicago for Veleno Kraken trade for veteran winger Mason Marchment in deal with Stars Kraken sign Ben Meyers to one-year contract extension Seattle Kraken sign Everett Silvertips defenseman Kaden Hammell Lane Lambert named new Seattle Kraken head coach after extensive search, GM says After firing Bylsma as coach, Kraken elevate Francis, with Botterill replacing him as GM Kraken fire head coach Dan Bylsma after just one season with team Joey Daccord makes 25 saves in the Kraken's 5-0 victory over the Canucks Kraken score twice in 16 seconds and cruise to 6-1 win over Oilers Samberg scores in OT to give Jets 3-2 win over Kraken Kraken rally from two-goal deficit as Montour makes NHL history in OT Alex Ovechkin scores his 886th goal to seal the Capitals’ 4-2 win over the Kraken Matty Beniers stars as the Kraken beat the Flyers 4-1 Seattle Kraken trade Brandon Tanev to Winnipeg Jets Filip Forsberg scores twice to help the Predators beat the Kraken 5-3 Seattle Kraken trade Bjorkstrand, Gourde in multi-team deal, gain first-round picks Zuccarello has a goal and an assist and Wild hold on to beat Kraken 4-3 Wild’s Ryan Hartman returns after serving an 8-game suspension for slamming opponent’s head to ice Eeli Tolvanen scores twice as Kraken defeat Canucks 6-3 Lightning extend their winning streak to 5 games with a 4-1 win over the Kraken McCann’s go-ahead goal in the third period lifts Kraken to 2-1 win over Panthers Beniers scores on overtime power play to cap Kraken’s rally in 3-2 victory over Flames Stolarz makes 27 saves to help Maple Leafs beat Kraken 3-1 Patrick Kane scores in SO as Red Wings beat Kraken 5-4 for 7th straight win Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",25,19,1.31578947368421
"KIRO 7","https://www.kiro7.com/sports/onhomeice/","Chris Francis interviews Mike Benton & Dave Tomlinson ahead of Kraken Game 4 On Home Ice: Catch up with Kraken's Bjorkstrand On Home Ice: Back on Track On Home Ice: Sunshine State Showdown On Home Ice: Goal scoring - no problem On Home Ice: Pacific showdown On Home Ice: So close, but so far On Home Ice: Win streak continues for Kraken On Home Ice - Big wins, babies and books VIDEO: Chris Francis and Geoff Baker of The Seattle Times talk new book detailing Kraken's history On Home Ice: Early season struggles On Home Ice: Back to the grind Hockey 101 VIDEO: Hockey 101: The Kraken's practice facility VIDEO: Hockey 101: Icing VIDEO: Hockey 101: The coolest aspects of the Stanley Cup presentation VIDEO: Hockey 101: Importance of goalies VIDEO: Hockey 101: Focusing on line changes VIDEO: Hockey 101: A look at the positions on the ice VIDEO: KIRO 7 Hockey 101: Getting you ready for the Seattle Kraken Climate Pledge Arena Foo Fighters, Death Cab for Cutie to play Climate Pledge Lenny Wilkens to be immortalized in namesake at Climate Pledge Arena KIRO 7 gives you a look inside Climate Pledge Arena Inside the construction zone as Climate Pledge Arena takes shape ‘Climate Pledge Arena’: Amazon secures naming rights to New Arena at Seattle Center More major construction starts at Climate Pledge Arena New arena officially crowned Climate Pledge Arena Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",12,12,1
"KIRO 7","https://www.kiro7.com/weather/7-day/","KIRO 7 PinPoint 7 Day Forecast Latest Videos VIDEO: Pirate Karaoke VIDEO: Futuristic ferry test run VIDEO: Suspected TB cases at ICE detention center in Tacoma VIDEO: Penguin chick takes her first swim VIDEO: Free admission to National Parks on August 4 VIDEO: Mascot buoy rushed by bear while fly fishing VIDEO: Vodka seltzers mislabeled as energy drink VIDEO: Fast Ferry service extended VIDEO: Vance Creek Bridge Fire Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland Latest Photo Galleries PHOTOS: One dead in crash with fire truck in North Seattle PHOTOS: Three semi truck crash blocks four lanes on I-5 in Fife PHOTOS: Tacoma Humane waives adoption fees this weekend for nationwide ‘Clear the Shelters’ campaign PHOTOS: Suquamish PD officer rescues injured eagle PHOTOS: KIRO 7 Cares Christmas in July Toy Drive PHOTOS: Child surprises Pierce Co. deputies, thanks them for rescue",-8,18,-0.444444444444444
"KIRO 7","https://www.kiro7.com/weather/hour-by-hour/","SEATTLE 7 DAY FORECAST INTERACTIVE RADAR HOURLY FORECAST Latest Forecast Afternoon Sun Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland Latest Photo Galleries PHOTOS: One dead in crash with fire truck in North Seattle PHOTOS: Three semi truck crash blocks four lanes on I-5 in Fife PHOTOS: Tacoma Humane waives adoption fees this weekend for nationwide ‘Clear the Shelters’ campaign PHOTOS: Suquamish PD officer rescues injured eagle PHOTOS: KIRO 7 Cares Christmas in July Toy Drive PHOTOS: Child surprises Pierce Co. deputies, thanks them for rescue",-4,14,-0.285714285714286
"KIRO 7","https://www.kiro7.com/weather/school-closings/","School & Business Closings Latest Videos VIDEO: Pirate Karaoke VIDEO: Futuristic ferry test run VIDEO: Suspected TB cases at ICE detention center in Tacoma VIDEO: Penguin chick takes her first swim VIDEO: Free admission to National Parks on August 4 VIDEO: Mascot buoy rushed by bear while fly fishing VIDEO: Vodka seltzers mislabeled as energy drink VIDEO: Fast Ferry service extended VIDEO: Vance Creek Bridge Fire Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland Latest Photo Galleries PHOTOS: One dead in crash with fire truck in North Seattle PHOTOS: Three semi truck crash blocks four lanes on I-5 in Fife PHOTOS: Tacoma Humane waives adoption fees this weekend for nationwide ‘Clear the Shelters’ campaign PHOTOS: Suquamish PD officer rescues injured eagle PHOTOS: KIRO 7 Cares Christmas in July Toy Drive PHOTOS: Child surprises Pierce Co. deputies, thanks them for rescue",-8,18,-0.444444444444444
"KOMO News","https://komonews.com/news/local/1-person-killed-in-crash-between-vehicle-fire-engine-in-north-seattle","Current Weather Game Center 1 person killed, another injured in crash between car & fire engine on Aurora Avenue",-30,18,-1.66666666666667
"KOMO News","https://komonews.com/news/local/bear-gulch-fire-continues-to-burn-staircase-campground-under-evacuation-mason-county-olympic-national-forest-wildfire-weather-safety-hiking-camping-route-updat-wildfire-family-outfoors-national-park","Current Weather Game Center Bear Gulch Fire continues to burn, popular Staircase Campground under evacuation",-21,28,-0.75
"KOMO News","https://komonews.com/news/local/bellevue-school-district-selling-10-acre-parcel-to-help-with-budget-crisis","Current Weather Game Center Bellevue School District selling 10-acre land parcel to help with budget crisis",-3,13,-0.230769230769231
"KOMO News","https://komonews.com/news/local/car-crashes-into-university-place-restaurant-twice-in-failed-towing-attempt-traffic-seattle-commute-washington-university-school-college-witness-food-pho-teriyaki-investigation-witness","Current Weather Game Center Car crashes into University Place restaurant twice in failed towing attempt",-17,12,-1.41666666666667
"KOMO News","https://komonews.com/news/local/king-county-prosecutors-pause-juvenile-felony-referrals-to-diversion-program-crime-assault-murder-teen-teenagers-gun-violence-theft-jail-court-felony-conviction-seattle-bellevue-tacoma","Current Weather Game Center King County prosecutors pause juvenile felony referrals to diversion program",-26,37,-0.702702702702703
"KOMO News","https://komonews.com/news/local/missing-autistic-man-sparks-community-rally-in-everett-months-after-disappearance-event-awareness-autism-vulnerable-endangered-investigation-police-witness-tips-reward-washington-seattle-sighting","Current Weather Game Center Missing man with autism sparks community rally in Everett months after disappearance",6,22,0.272727272727273
"KOMO News","https://komonews.com/news/local/seattle-kraken-hockey-player-sea-troll-charged-by-grizzly-bear-during-alaska-fishing-trip-weird-news-funny-championship-outreach-community-partnership-mascot","Current Weather Game Center Seattle Kraken hockey player, sea troll charged by grizzly bear during Alaska fishing trip",-3,9,-0.333333333333333
"KOMO News","https://komonews.com/news/local/semi-truck-consumed-by-flames-on-sr-18-emergency-crews-on-the-scene","Current Weather Game Center Semi-truck consumed by flames on SR 18, emergency crews on the scene",-1,6,-0.166666666666667
"KOMO News","https://komonews.com/news/local/shacarri-richardson-seattle-tacoma-international-airport-fourth-degree-domestic-violence-des-moines-eugene-oregon-25-year-old-usa-track-and-field","Current Weather Game Center Sha'Carri Richardson arrested for incident at SEA airport involving boyfriend",-6,10,-0.6
"KOMO News","https://komonews.com/news/local/thurston-county-sheriff-assaulted-with-liquor-grabbed-by-throat-after-traffic-stop-crime-investigation-traffic-k9-dui-assault-resisting-arrest","Current Weather Game Center Thurston County sheriff doused with liquor, grabbed by throat after traffic stop",-31,36,-0.861111111111111
"KOMO News","https://komonews.com/news/local/woman-charged-with-second-degree-murder-in-violent-seattle-van-stabbing-crime-violence-knife-investigation-witness-community-safety-three-stikes-law","Current Weather Game Center Woman charged with second-degree murder in violent Seattle van stabbing",-60,33,-1.81818181818182
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143*/https://www.seattletimes.com/seattle-news/","No title",3,2,1.5
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/business/boeing-aerospace/","Boeing & Aerospace",-13,14,-0.928571428571429
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/climate-lab/","Climate Lab",-1,15,-0.0666666666666667
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/data/","Data",9,6,1.5
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/eastside/","Eastside",-4,4,-1
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/education/","Education",-3,9,-0.333333333333333
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/environment/","Environment",4,10,0.4
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/health/","Health",3,10,0.3
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/homeless/","Project Homeless",-4,9,-0.444444444444444
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/law-justice/","Law & Justice",-21,17,-1.23529411764706
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/mental-health/","Mental Health",-26,15,-1.73333333333333
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/politics/","Local Politics",-12,10,-1.2
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/times-watchdog/","Times Watchdog",-29,18,-1.61111111111111
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/seattle-news/transportation/","Traffic Lab",-10,9,-1.11111111111111
"Seattle Times (Simple)","http://web.archive.org/web/20250130031143/https://www.seattletimes.com/tag/coronavirus/","Coronavirus",8,10,0.8
"The Stranger","https://www.thestranger.com/mountain-dispatch/2024/12/11/79820309/the-abortion-haven-in-the-mountain-west","The Abortion Haven in the Mountain West Just Can't Get Enough?",-7,42,-0.166666666666667
"The Stranger","https://www.thestranger.com/news/2024/12/18/79830955/city-attorney-ann-davisons-office-strikes-deal-with-spd-officer-who-killed-jaahnavi-kandula","City Attorney Ann Davison’s Office Strikes Deal with SPD Officer who Killed Jaahnavi Kandula Just Can't Get Enough?",-54,43,-1.25581395348837
"The Stranger","https://www.thestranger.com/news/2024/12/19/79832605/having-an-iud-is-great-getting-one-can-be-terrible","Having an IUD is Great. Getting One Can Be Terrible Just Can't Get Enough?",-49,60,-0.816666666666667
"The Stranger","https://www.thestranger.com/news/2025/05/01/80037709/wisconsin-judges-arrest-couldnt-have-happened-in-washington","Wisconsin Judge’s Arrest Couldn’t Have Happened in Washington Just Can't Get Enough?",-29,42,-0.69047619047619
"The Stranger","https://www.thestranger.com/news/2025/05/02/80039657/seattle-showed-up-for-may-day","Seattle Showed up for May Day Just Can't Get Enough?",-14,14,-1
"The Stranger","https://www.thestranger.com/news/2025/05/07/80045377/uw-cries-antisemitism-in-wake-of-pro-palestine-protest","UW Cries Antisemitism in Wake of Pro-Palestine Protest Just Can't Get Enough?",-116,133,-0.87218045112782
"The Stranger","https://www.thestranger.com/news/2025/05/08/80047730/spd-chief-tells-denny-blaine-beachgoers-legal-nudity-is-legal","SPD Chief Tells Denny Blaine Beachgoers Legal Nudity Is Legal Just Can't Get Enough?",-48,134,-0.358208955223881
"The Stranger","https://www.thestranger.com/news/2025/05/25/80073124/symbols-matter","Symbols Matter Just Can't Get Enough?",-81,135,-0.6
"The Stranger","https://www.thestranger.com/news/2025/06/26/80119416/aegis-fires-two-workers-for-sharing-stranger-article-union-and-employees-say","Aegis Fires Two Workers for Sharing Stranger Article, Union and Employees Say Just Can't Get Enough?",-23,40,-0.575
"The Stranger","https://www.thestranger.com/news/2025/06/27/80120394/progressive-revenue-is-not-dead-in-seattle","Progressive Revenue Is Not Dead in Seattle Just Can't Get Enough?",-26,53,-0.490566037735849
"The Stranger","https://www.thestranger.com/news/2025/06/30/80124841/dems-mamdani-is-not-extreme","Dems, Mamdani Is Not Extreme Just Can't Get Enough?",-30,34,-0.882352941176471
"The Stranger","https://www.thestranger.com/news/2025/07/16/80151064/thank-science-for-all-the-beach-closures","Thank Science for All the Beach Closures Just Can't Get Enough?",-37,74,-0.5
"The Stranger","https://www.thestranger.com/news/2025/07/17/80152628/hot-rat-summer-gets-its-own-media-stunt","Hot Rat Summer Gets Its Own Media Stunt Just Can't Get Enough?",-1,36,-0.0277777777777778
"The Stranger","https://www.thestranger.com/news/2025/07/17/80153045/thousands-of-bruce-harrells-employees-endorse-his-opponent","Thousands of Bruce Harrell’s Employees Endorse His Opponent Just Can't Get Enough?",51,31,1.64516129032258
"The Stranger","https://www.thestranger.com/news/2025/07/29/80170952/city-council-ghosted-the-renters-commission-last-week-will-they-show-up-today","City Council Ghosted the Renters Commission Last Week. Will They Show Up Today? Just Can't Get Enough?",-19,32,-0.59375
"The Stranger","https://www.thestranger.com/politics/2025/07/25/80165333/what-you-missed-at-candidate-survivor-last-night","What You Missed at Candidate Survivor Last Night Just Can't Get Enough?",13,16,0.8125
"The Stranger","https://www.thestranger.com/queer/2024/12/16/79827634/the-first-trans-rights-case-of-the-next-trump-era","The First Trans Rights Case of the Next Trump Era Just Can't Get Enough?",-3,91,-0.032967032967033
"The Stranger","https://www.thestranger.com/queer/2025/02/08/79911998/trump-order-causing-document-troubles-for-trans-people","Trump Order Causing Document Troubles for Trans People Just Can't Get Enough?",-31,60,-0.516666666666667
"The Stranger","https://www.thestranger.com/queer/2025/02/14/79922205/us-district-court-judge-blocks-trump-order-on-gender-affirming-care-says-it-would-not-survive-judicial-scrutiny","US District Court Judge Blocks Trump Order on Gender Affirming Care, Says It Would Not “Survive Judicial Scrutiny” Just Can't Get Enough?",14,91,0.153846153846154
"The Stranger","https://www.thestranger.com/slog-am/2025/07/24/80163610/slog-am-city-council-ghosts-the-renters-commission-the-state-gop-is-trying-to-suppress-the-vote-trumps-in-the-epstein-files","Slog AM: City Council Ghosts the Renters Commission, the State GOP Is Trying to Suppress the Vote, Trump's in the Epstein Files Just Can't Get Enough?",-139,118,-1.17796610169492
"The Stranger","https://www.thestranger.com/slog-am/2025/07/31/80173816/slog-am-trumps-still-throwing-tariff-tantrums-out-of-state-money-rolls-into-city-council-race-boeing-workers-threaten-to-strike","Slog AM: Trump’s Still Throwing Tariff Tantrums, Out-of-State Money Rolls into City Council Race, Boeing Workers Threaten to Strike Just Can't Get Enough?",-11,45,-0.244444444444444
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80128730/vote-for-dionne-foster-for-city-council-position-9","Vote for Dionne Foster for City Council Position 9 Just Can't Get Enough?",-12,42,-0.285714285714286
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80129310/vote-for-eddie-lin-for-city-council-district-2","Vote for Eddie Lin for City Council District 2 Just Can't Get Enough?",-5,41,-0.121951219512195
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/19/80156072/vote-yes-on-the-king-county-parks-levy","Vote Yes on the King County Parks Levy Just Can't Get Enough?",26,30,0.866666666666667
"The Stranger","https://www.thestranger.com/war/2025/07/29/80170222/the-blue-angels-pierce-our-liberal-fantasy","The Blue Angels Pierce Our Liberal Fantasy Just Can't Get Enough?",-13,20,-0.65
